recordType,speciesCode,subGenus,verbatimSpecies,day,month,notesOnTimingOfRecord,YearObserved,Location,countryCode,stateProvince,county,municipality,locality,Primary citation,Secondary / referencing citation (if primary not found),Notes on contents of record,living,recently_living,Outside entrance
Literature,LAEG,Dasypterus,Atalapha ega Gerv,,,na,,"Lagoa Santa area in Minas Geraes, Brazil",BR,Minas Geraes,,Lagoa Santa,,"Winge, H. 1892. Jordfundne og nulevende flagermus (Chiroptera) fra Lagoa Santa, Minas Geraes, Brasilien: med udsigt over flagermusenes indbyrdes slægtskab. F. Dreyer.",Czaplewski and Cartelle 1998),Quaternary bat record in cave in Minas Gerais,0,0,0
Literature,LABO,Lasiurus,,,8-10,mid-August through October 1978,1978,"Ozark mountains, Arkansas",US,Arkansas,,,Ozark Mountains,"Cassidy, J., G. O’Hagan, J. Sanders, and M. Harvey. 1978. Swarming of bats at two southern Ozark caves. Proc. Tennessee Acad. Sci 54:73.",,“Mist netting was conducted periodically at two Arkansas Ozark caves from mid-August thru October 1978 to study late summer and early autumn bat swarming behavior... Species captured and numbers were: ... Lasiurus borealis (18).”,1,,1
Literature,LACISE,Aeorestes,,2,8,,,Hawaii,US,Hawaii,,,,"Fujioka, K. K., and S. M. Gon III. 1988. Observations of the Hawaiian Bat (Lasiurus cinereus semotus) in the Districts of Ka’ū and South Kona, Island of Hawai’i. Journal of mammalogy:369–371.",,"""a pit formed from a collapsed roof of a lava tube... We saw 16 Hawaiian hoary bats in flight, entering and emerging from beneath an overhanging ledge of the pit during a 15-min period, but no foraging was seen.""",1,,
Literature,LABO,Lasiurus,,,3,,,"Wyandotte Cave, Crawford County, Indiana",US,Indiana,Crawford,,Wyandotte Cave,"Whitaker Jr, J. O., J. B. Cope, and V. Brack Jr. 2003. Bats of Wyandotte Cave, Crawford County, Indiana. Proceedings of the Indiana Academy of Science 112:75–84.",,1 male captured in mist-net at entrance to cave,1,,1
Literature,LABO,Lasiurus,,,8-9,,,"Wyandotte Cave, Crawford County, Indiana",US,Indiana,Crawford,,Wyandotte Cave,"Whitaker Jr, J. O., J. B. Cope, and V. Brack Jr. 2003. Bats of Wyandotte Cave, Crawford County, Indiana. Proceedings of the Indiana Academy of Science 112:75–84.",,25 males captured in mist net at cave entrance,1,,1
Literature,LABO,Lasiurus,,,8-9,,,"Wyandotte Cave, Crawford County, Indiana",US,Indiana,Crawford,,Wyandotte Cave,"Whitaker Jr, J. O., J. B. Cope, and V. Brack Jr. 2003. Bats of Wyandotte Cave, Crawford County, Indiana. Proceedings of the Indiana Academy of Science 112:75–84.",,15 females captured in mist net at cave entrance,1,,1
Literature,LANO,Lasionycteris,,24,2,24-Feb-73,1973,"Wyandotte Cave, Crawford County, Indiana",US,Indiana,Crawford,,Wyandotte Cave,"Whitaker Jr, J. O., J. B. Cope, and V. Brack Jr. 2003. Bats of Wyandotte Cave, Crawford County, Indiana. Proceedings of the Indiana Academy of Science 112:75–84.",,"""One male was found in hibernation inside Wyandotte Cave""",1,,0
Literature,LANO,Lasionycteris,,9,2,1989,1989,"Wyandotte Cave, Crawford County, Indiana",US,Indiana,Crawford,,Wyandotte Cave,"Whitaker Jr, J. O., J. B. Cope, and V. Brack Jr. 2003. Bats of Wyandotte Cave, Crawford County, Indiana. Proceedings of the Indiana Academy of Science 112:75–84.",,"Seen during winter counts ""at locations near the entrance""",1,,0
Literature,LANO,Lasionycteris,,1,2,1991,1991,"Wyandotte Cave, Crawford County, Indiana",US,Indiana,Crawford,,Wyandotte Cave,"Whitaker Jr, J. O., J. B. Cope, and V. Brack Jr. 2003. Bats of Wyandotte Cave, Crawford County, Indiana. Proceedings of the Indiana Academy of Science 112:75–84.",,"Seen during winter counts ""at locations near the entrance""",1,,0
Literature,LANO,Lasionycteris,,26,3,1977,1977,"Wyandotte Cave, Crawford County, Indiana",US,Indiana,Crawford,,Wyandotte Cave,"Whitaker Jr, J. O., J. B. Cope, and V. Brack Jr. 2003. Bats of Wyandotte Cave, Crawford County, Indiana. Proceedings of the Indiana Academy of Science 112:75–84.",,Female captured in mist-net near entrance of cave,1,,1
Literature,LANO,Lasionycteris,,31,3,1978,1978,"Wyandotte Cave, Crawford County, Indiana",US,Indiana,Crawford,,Wyandotte Cave,"Whitaker Jr, J. O., J. B. Cope, and V. Brack Jr. 2003. Bats of Wyandotte Cave, Crawford County, Indiana. Proceedings of the Indiana Academy of Science 112:75–84.",,Male captured by mist net near entrance of cave,1,,1
Literature,LASINT,Dasypterus,Lasiurus intermedius,,,,,"Lol-Tun Cave, Yucatán, MEX",MX,Yucatán,,,Lol-Tun Cave,"Arita, H. T. 1996. The conservation of cave-roosting bats in Yucatan, Mexico. Biological Conservation 76:177–185.",,"""captured in open doline"" of cave",1,,1
Literature,LANO,Lasionycteris,,5,12,,,"Inyo Co., California",US,California,Inyo,,,"Szewczak, J. M., S. M. Szewczak, M. L. Morrison, and L. S. Hall. 1998. Bats of the White and Inyo Mountains of California-Nevada 58:66–75.",,"""an individual [LANO] hibernating in a drill hole in a mine developed in dolomitic marble on the southern slope of the White Mountains (Inyo Co., California; 2050 m).”",1,,
Literature,LABO,Lasiurus,Lasiurus borealis,3,1,1977,1977,"Chalk Mine, Tishomingo Co., Mississippi",US,Mississippi,Tishomingo,,Chalk Mine,"Best, T. L., and K. G. Caesar. 2000. Distribution and abundance of bats in caves and mines of northeastern Mississippi. Occasional Papers of the North Carolina Museum of Natural Sciences and North Carolina Biological Survey:45–49.",,"""M. L. Kennedy captured one L. borealis in a mist net placed outside of Chalk Mine""",1,,1
PersComm,LABO,Lasiurus,red bat,2,9,1991,1991,"Lost Cove Cave, Franklin Co., TN",US,Tennessee,Franklin,,Lost Cove Cave,"Chris Myers, electronic communication 2020-02-19.",,Male red bat deceased and desicated,0,0,0
PersComm,LAIN,Dasypterus,yellow bat,,,1980's,1990,"30.79, -86.22",US,Florida,,,"30.79, -86.22","Jeff Gore and Lisa Smith, phone interview with L. Smith on October 1, 2020",,"halfway to the back room. Jeff Gore communication via Lisa Smith, Florida Fish and Wildlife Conservation Commission. Sometime in the 80’s. Live yellow bat in bush cave / bat cave/ railroad cave / devil’s oven / river cave / arch cave. Date unknown.",1,,0
PersComm,LABO,Lasiurus,,31,8,31-Aug-09,2009,"About 50 km north of Grand Rapids, Manitoba",CA,Manitoba,,Grand Rapids,,"Kaleigh Joanna Olsen Norquay, personal communication Feb 2,2020",,Captured in harp trap during autumn swarm. Male. Caught a few metres from entrance to the cave,1,,1
PersComm,LABO,Lasiurus,,24,8,24-Aug-11,2011,"About 50 km north of Grand Rapids, Manitoba",CA,Manitoba,,Grand Rapids,,"Kaleigh Joanna Olsen Norquay, personal communication Feb 2,2020",,Captured in harp trap during autumn swarm. Male juvenile. Caught a few metres from entrance to the cave,1,,1
PersComm,LACI,Aeorestes,,22,8,22-Aug-12,2012,"About 50 km north of Grand Rapids, Manitoba",CA,Manitoba,,Grand Rapids,,"Kaleigh Joanna Olsen Norquay, personal communication Feb 2,2020",,Captured in harp trap during autumn swarm. Male Juvenile. Caught a few metres from entrance to the cave,1,,1
PersComm,LANO,Lasionycteris,,7,1,1/7/16,2016,,US,Virginia,Allegheny,,,"Richard Reynolds, personall communication Feb 21, 2020",,1-7-2016 Allegheny County - Cave - Daylight secYon of cave entrance - picture IMGP4349,1,,0
PersComm,LANO,Lasionycteris,,20,1,1/20/17,2017,,US,Virginia,Botetourt,,,"Richard Reynolds, personall communication Feb 21, 2020",,1-20-2017 Botetourt County - Cave - ~2-300 yards inside cave - picture P1080237,1,,0
PersComm,LANO,Lasionycteris,,24,3,"On 3/24/2014 we observed 2 LANO in a major MyoRs bat hibernaculum in an abandoned iron mine tunnel in Morris Co, NJ. These two bats were together within ~100 feet of the mine entrance (in the “freeze zone”); temp at roosRng locaRon was not recorded, but I remember it being slightly below or around freezing. I recall the weather outside being very cold/well below freezing for a stretch around that Rme.",2014,,US,New Jersey,Morris,,,"MacKenzie Hall, personal communication Feb 24, 2020",,"On 3/24/2014 we observed 2 LANO in a major MyoRs bat hibernaculum in an abandoned iron mine tunnel in Morris Co, NJ. These two bats were together within ~100 feet of the mine entrance (in the “freeze zone”); temp at roosRng locaRon was not recorded, but I remember it being slightly below or around freezing. I recall the weather outside being very cold/well below freezing for a stretch around that Rme.",1,,0
PersComm,LANO,Lasionycteris,,26,2,1 LANO was recorded in this same hibernaculum on 2/26/2004,2004,,US,New Jersey,Morris,,,"MacKenzie Hall, personal communication Feb 24, 2020",,1 LANO was recorded in this same hibernaculum on 2/26/2004,1,,0
PersComm,LANO,Lasionycteris,,23,2,1 LANO again on 2/23/2005,2005,,US,New Jersey,Morris,,,"MacKenzie Hall, personal communication Feb 24, 2020",,1 LANO again on 2/23/2005,1,,0
PersComm,LABO,Lasiurus,,26,3,3/26/04,2004,,US,New Jersey,Hunterdon,,,"MacKenzie Hall, personal communication Feb 24, 2020",,On 3/26/2004 a LABO was recorded in a small abandoned mine tunnel in Hunterdon Co,1,,0
PersComm,LABO,Lasiurus,,,9,end of Aug to early Oct 2012,2012,,US,New Jersey,Morris,,,"MacKenzie Hall, personal communication Feb 24, 2020",,semi-annual fall swarm surveys: 6 LABO in fall 2012,1,,1
PersComm,LABO,Lasiurus,,,9,end of Aug to early Oct 2013,2013,,US,New Jersey,Morris,,,"MacKenzie Hall, personal communication Feb 24, 2020",,semi-annual fall swarm surveys: 5 LABO in fall 2013,1,,1
PersComm,LABO,Lasiurus,,,9,end of Aug to early Oct 2014,2014,,US,New Jersey,Morris,,,"MacKenzie Hall, personal communication Feb 24, 2020",,semi-annual fall swarm surveys: 3 LABO in fall 2014,1,,1
PersComm,LABO,Lasiurus,,,9,end of Aug to early Oct 2015,2015,,US,New Jersey,Morris,,,"MacKenzie Hall, personal communication Feb 24, 2020",,semi-annual fall swarm surveys: 4 LABO in fall 2015,1,,1
PersComm,LANO,Lasionycteris,,,9,end of Aug to early Oct 2014,2014,,US,New Jersey,Morris,,,"MacKenzie Hall, personal communication Feb 24, 2020",,semi-annual fall swarm surveys: 1 LANO was caught in fall 2014.,1,,1
PersComm,LANO,Lasionycteris,,,1,have the exact survey date for the 2007 Cooper Creek Survey. It should have been a winter survey record.,2007,,US,Tennessee,Montgomery,,,"Josh Campbell, personal communication Feb 26, 2020",,"2 LANO Observed, winter cave surveys",1,,0
PersComm,LANO,Lasionycteris,,16,2,2/16/11,2011,,US,Tennessee,White,,,"Josh Campbell, personal communication Feb 26, 2020",,"1 LANO Observed, winter cave surveys",1,,0
PersComm,LANO,Lasionycteris,,18,2,2/18/14,2014,,US,Tennessee,Montgomery,,,"Josh Campbell, personal communication Feb 26, 2020",,"1 LANO Observed, winter cave surveys",1,,0
PersComm,LANO,Lasionycteris,,23,1,1/23/15,2015,,US,Tennessee,Fentress,,,"Josh Campbell, personal communication Feb 26, 2020",,"1 LANO Observed, winter cave surveys",1,,0
PersComm,LANO,Lasionycteris,,3,3,3/3/16,2016,,US,Tennessee,Van Buren,,,"Josh Campbell, personal communication Feb 26, 2020",,"1 LANO Observed, winter cave surveys",1,,0
PersComm,LANO,Lasionycteris,,29,1,1/29/18,2018,,US,Tennessee,Putnam,,,"Josh Campbell, personal communication Feb 26, 2020",,"1 LANO Observed, winter cave surveys",1,,0
PersComm,LANO,Lasionycteris,,30,1,1/30/19,2019,,US,Tennessee,White,,,"Josh Campbell, personal communication Feb 26, 2020",,"1 LANO Observed, winter cave surveys",1,,0
PersComm,LANO,Lasionycteris,,24,1,1/24/19,2019,,US,Tennessee,Franklin,,,"Josh Campbell, personal communication Feb 26, 2020",,"1 LANO Observed, winter cave surveys",1,,0
PersComm,LANO,Lasionycteris,,4,2,2/4/19,2019,,US,Tennessee,Fentress,,,"Josh Campbell, personal communication Feb 26, 2020",,"1 LANO Observed, winter cave surveys",1,,0
PersComm,LANO,Lasionycteris,,16,1,1/16/18,2018,,US,Washington,Yakima,,,"Abigail Tobin, personal communication Feb 19, 2020",,Quantity:1 -- Hibernacula count; Lano roost ~150ft from main entrance (in twilight zone),1,,0
PersComm,LANO,Lasionycteris,,27,2,2/27/19,2019,,US,Washington,Yakima,,,"Abigail Tobin, personal communication Feb 19, 2020",,Quantity:4 -- Hibernacula count; Lano roost ~150ft from main entrance (in twilight zone),1,,0
PersComm,LANO,Lasionycteris,,27,1,1/27/20,2020,,US,Washington,Yakima,,,"Abigail Tobin, personal communication Feb 19, 2020",,Quantity:4 -- Hibernacula count; Lano roost ~150ft from main entrance (in twilight zone). Two Lano roosting together,1,,0
PersComm,LANO,Lasionycteris,,1,1,12/1/06,2006,,US,Washington,Stevens,,,"Abigail Tobin, personal communication Feb 19, 2020",,Quantity:3 -- Abandoned mine survey,1,,0
PersComm,LANO,Lasionycteris,,28,2,2/28/06,2006,,US,Washington,Stevens,,,"Abigail Tobin, personal communication Feb 19, 2020",,Quantity:1 -- Abandoned mine survey,1,,0
PersComm,LANO,Lasionycteris,,27,2,2/27/06,2006,,US,Washington,Stevens,,,"Abigail Tobin, personal communication Feb 19, 2020",,Quantity:4 -- n/a,1,,0
PersComm,LANO,Lasionycteris,,3,3,3/3/05,2005,,US,Washington,Stevens,,,"Abigail Tobin, personal communication Feb 19, 2020",,Quantity:1 -- n/a,1,,0
PersComm,LANO,Lasionycteris,,22,8,8/22/07,2007,,US,Washington,Pend Oreille,,,"Abigail Tobin, personal communication Feb 19, 2020",,Quantity:1 -- Vicinty of Mine,1,,1
PersComm,LANO,Lasionycteris,,1,1,1/1/10,2010,,US,Washington,Stevens,,,"Abigail Tobin, personal communication Feb 19, 2020",,Quantity:1 -- Vicinty of Mine; acoustic or capture record,1,,1
PersComm,LANO,Lasionycteris,,16,2,2/16/88,1988,,US,Kentucky,Lee,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2020",,2 live LANO,1,,0
PersComm,LANO,Lasionycteris,,2,12,12/2/88,1988,,US,Kentucky,Lee,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2021",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,9,2,2/9/07,2007,,US,Kentucky,Lee,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2022",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,10,1,1/10/95,1995,,US,Kentucky,Lee,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2023",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,10,1,1/10/95,1995,,US,Kentucky,Lee,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2024",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,17,2,2/17/14,2014,,US,Kentucky,Lee,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2025",,2 live LANO,1,,0
PersComm,LABO,Lasionycteris,,3,2,2/3/12,2012,,US,Kentucky,Wayne,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2026",,1 dead LABO: WNS check negative. dead mummified female Red bat found near back of cave.,0,,0
PersComm,LABO,Lasionycteris,,25,1,1/25/20,2020,,US,Kentucky,Wayne,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2027",,1 dead LABO. Dead red bat was mummified. Very unlikely that it was WNS. Probably way pre-WNS.,0,,0
PersComm,LACI,Aeorestes,,17,9,9/17/65,1965,,US,Kentucky,Carter,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2028",,1 live male LACI,1,,0
PersComm,LANO,Lasionycteris,,15,1,1/15/69,1969,,US,Kentucky,Carter,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2029",,Lasionycteris 1 found hibernating on wall in first large room inside back entrance to Bat Cave,1,,0
PersComm,LANO,Lasionycteris,,22,1,1/22/19,2019,,US,Kentucky,Carter,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2030",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,2,12,12/2/88,1988,,US,Kentucky,Powell,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2031",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,22,2,2/22/81,1981,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2032",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,23,3,3/23/83,1983,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2033",,2 live LANO,1,,0
PersComm,LANO,Lasionycteris,,22,1,1/22/91,1991,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2034",,2 live LANO,1,,0
PersComm,LANO,Lasionycteris,,9,12,12/9/91,1991,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2035",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,11,1,1/11/94,1994,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2036",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,3,2,2/3/95,1995,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2037",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,24,1,1/24/96,1996,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2038",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,11,1,1/11/00,2000,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2039",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,25,1,1/25/08,2008,,US,Kentucky,Breckinridge,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2040",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,13,2,2/13/10,2010,,US,Kentucky,Breckinridge,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2041",,2 live LANO,1,,0
PersComm,LANO,Lasionycteris,,4,2,2/4/11,2011,,US,Kentucky,Breckinridge,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2042",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,10,1,1/10/14,2014,,US,Kentucky,Breckinridge,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2043",,3 live LANO,1,,0
PersComm,LANO,Lasionycteris,,28,1,1/28/82,1982,,US,Kentucky,Carter,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2044",,3 live LANO,1,,0
PersComm,LANO,Lasionycteris,,2,2,2/2/13,2013,,US,Kentucky,Hart,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2045",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,13,3,3/13/83,1983,,US,Kentucky,Rockcastle,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2046",,3 live LANO,1,,0
PersComm,LANO,Lasionycteris,,31,3,3/31/89,1989,,US,Kentucky,Rockcastle,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2047",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,14,2,2/14/92,1992,,US,Kentucky,Rockcastle,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2048",,2 live LANO,1,,0
PersComm,LANO,Lasionycteris,,12,3,3/12/93,1993,,US,Kentucky,Rockcastle,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2049",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,23,1,1/23/96,1996,,US,Kentucky,Rockcastle,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2050",,4 live LANO,1,,0
PersComm,LANO,Lasionycteris,,25,1,1/25/00,2000,,US,Kentucky,Rockcastle,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2051",,5 live LANO,1,,0
PersComm,LANO,Lasionycteris,,18,1,1/18/02,2002,,US,Kentucky,Rockcastle,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2052",,5 live LANO,1,,0
PersComm,LANO,Lasionycteris,,2,2,2/2/04,2004,,US,Kentucky,Rockcastle,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2053",,3 live LANO,1,,0
PersComm,LANO,Lasionycteris,,1,2,2/1/06,2006,,US,Kentucky,Rockcastle,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2054",,3 live LANO,1,,0
PersComm,LANO,Lasionycteris,,29,1,1/29/08,2008,,US,Kentucky,Rockcastle,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2055",,9 live LANO,1,,0
PersComm,LANO,Lasionycteris,,22,3,3/22/13,2013,,US,Kentucky,Rockcastle,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2056",,2 live LANO,1,,0
PersComm,LANO,Lasionycteris,,26,1,1/26/16,2016,,US,Kentucky,Rockcastle,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2057",,1 live LANO,1,,0
PersComm,LABO,Lasiurus,,1,2,2/1/17,2017,,US,Kentucky,Meade,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2058",,LABO found dead half way through cave.,0,,0
PersComm,LANO,Lasionycteris,,13,2,2/13/88,1988,,US,Kentucky,Pulaski,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2059",,2 live LANO,1,,0
PersComm,LANO,Lasionycteris,,17,2,2/17/90,1990,,US,Kentucky,Pulaski,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2060",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,23,11,11/23/91,1991,,US,Kentucky,Pulaski,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2061",,1 live LANO,1,,0
PersComm,LABO,Lasiurus,,15,8,8/15/60,1960,,US,Kentucky,Garrard,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2062",,1 live LABO,1,,0
PersComm,LANO,Lasionycteris,,19,2,2/19/92,1992,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2063",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,26,1,1/26/96,1996,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2064",,4 live LANO,1,,0
PersComm,LANO,Lasionycteris,,8,3,3/8/06,2006,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2065",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,31,1,1/31/12,2012,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2066",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,5,2,2/5/16,2016,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2067",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,27,2,2/27/02,2002,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2068",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,12,2,2/12/05,2005,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2069",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,4,3,3/4/06,2006,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2070",,5 live LANO,1,,0
PersComm,LANO,Lasionycteris,,16,2,2/16/08,2008,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2071",,2 live LANO,1,,0
PersComm,LANO,Lasionycteris,,13,2,2/13/10,2010,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2072",,3 live LANO,1,,0
PersComm,LANO,Lasionycteris,,31,1,1/31/12,2012,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2073",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,29,1,1/29/14,2014,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2074",,3 live LANO,1,,0
PersComm,LANO,Lasionycteris,,1,2,2/1/18,2018,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2075",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,25,2,2/25/95,1995,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2076",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,5,2,2/5/02,2002,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2077",,2 live LANO,1,,0
PersComm,LANO,Lasionycteris,,23,1,1/23/08,2008,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2078",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,23,1,1/23/14,2014,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2079",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,28,1,1/28/16,2016,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2080",,4 live LANO,1,,0
PersComm,LANO,Lasionycteris,,23,1,1/23/01,2001,,US,Kentucky,Carter,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2081",,2 live LANO,1,,0
PersComm,LANO,Lasionycteris,,4,2,2/4/03,2003,,US,Kentucky,Carter,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2082",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,25,1,1/25/07,2007,,US,Kentucky,Carter,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2083",,1 live LANO,1,,0
